Department,Semester,Subject,Assessment Stage,Attendance,SPI,Study Hours,Backlogs,Mid1,Mid2,Expected Grade,Pass,Performance Category
Computer Engineering,2,Mathematics-2,Before Mid-1,88.7,7.69,28.1,1,,,BB,1,Very Good
Electronics & Communication,7,Project-1,Before Mid-1,69.7,5.76,20.1,1,,,BC,1,Good
Electronics & Communication,5,Integrated Circuits & Applications,Before Mid-1,72.3,5.65,18.5,2,,,CC,1,Average
Information Technology,3,Effective Technical Communication,Before Mid-1,79.4,5.95,22.0,0,,,BB,1,Very Good
Civil Engineering,6,Design of Steel Structures,After Mid-1,84.4,6.86,14.5,0,7.2,,BC,1,Good
Computer Engineering,6,Theory of Computation,Before Mid-1,79.7,7.26,21.2,0,,,BB,1,Very Good
Information Technology,1,Environmental Sciences,After Mid-1,75.0,8.08,23.6,0,7.7,,AB,1,Excellent
Computer Engineering,2,Mathematics-2,After Mid-2,80.9,7.35,22.3,0,4.6,8.6,BC,1,Good
Mechanical Engineering,5,Dynamics of Machinery,After Mid-2,85.8,6.57,16.7,0,6.7,9.9,BC,1,Good
Civil Engineering,4,Structural Analysis-1,Before Mid-1,90.4,7.44,25.9,0,,,AB,1,Excellent
Information Technology,3,Digital Electronics,After Mid-2,91.8,6.88,19.4,0,7.0,11.9,BB,1,Very Good
Mechanical Engineering,3,Material Science & Metallurgy,After Mid-1,86.8,8.18,27.6,0,8.8,,AA,1,Excellent
Mechanical Engineering,7,Power Plant Engineering,After Mid-2,87.5,7.68,22.6,0,7.3,15.0,AB,1,Excellent
Computer Engineering,6,Theory of Computation,After Mid-1,100.0,7.56,22.3,0,8.1,,AB,1,Excellent
Electrical Engineering,4,Electrical Machines-1,After Mid-1,86.8,6.97,23.8,1,6.3,,BB,1,Very Good
Electronics & Communication,8,Radar & Navigational Aids,Before Mid-1,60.3,6.33,13.4,2,,,CD,1,Average
Computer Engineering,2,Basic Electronics,After Mid-1,74.5,8.56,32.4,0,8.5,,AB,1,Excellent
Civil Engineering,1,Mathematics-1,Before Mid-1,68.0,4.76,13.9,1,,,CD,1,Average
Electrical Engineering,7,Smart Grid Technology,After Mid-1,86.5,6.62,18.9,1,6.4,,BC,1,Good
Electronics & Communication,8,Radar & Navigational Aids,After Mid-2,87.4,8.81,28.7,0,8.6,18.5,AA,1,Excellent
Computer Engineering,5,Professional Ethics & Human Values,After Mid-2,80.5,7.38,29.2,0,7.4,14.9,AB,1,Excellent
Computer Engineering,3,Database Management Systems,After Mid-2,90.7,7.91,27.2,0,8.2,14.5,AB,1,Excellent
Information Technology,8,Distributed Systems,After Mid-1,86.0,7.01,21.1,0,6.1,,BC,1,Good
Civil Engineering,1,Engineering Graphics & Design,Before Mid-1,84.5,8.27,25.9,0,,,AB,1,Excellent
Electrical Engineering,3,Electrical Measurements & Instrumentation,After Mid-1,76.3,6.62,18.8,0,6.5,,BC,1,Good
Electrical Engineering,8,Power Quality & Management,Before Mid-1,83.6,5.02,15.4,2,,,CD,1,Average
Electrical Engineering,1,Basic Electrical Engineering,After Mid-2,87.0,6.89,22.0,2,4.3,8.7,CC,1,Average
Civil Engineering,7,Irrigation Engineering,After Mid-2,78.1,7.4,23.0,0,5.7,14.5,BB,1,Very Good
Civil Engineering,5,Hydrology & Water Resources Engg,Before Mid-1,80.6,6.75,22.3,0,,,BC,1,Good
Electronics & Communication,5,Microcontroller & Applications,After Mid-1,71.5,4.79,17.4,1,5.6,,CC,1,Average
Information Technology,4,Operating System Concepts,After Mid-1,75.8,5.63,18.2,0,5.1,,CC,1,Average
Information Technology,2,Physics,After Mid-1,79.0,5.67,21.5,0,5.7,,BC,1,Good
Civil Engineering,8,Construction Project Management,After Mid-1,86.5,8.68,28.3,0,8.2,,AB,1,Excellent
Information Technology,3,Data Structures,Before Mid-1,93.8,8.06,29.3,0,,,AB,1,Excellent
Computer Engineering,8,Project-2,After Mid-1,82.7,7.41,30.3,1,6.0,,BB,1,Very Good
Electrical Engineering,3,Analog Electronics,After Mid-2,87.1,7.2,26.2,0,7.5,16.1,AB,1,Excellent
Mechanical Engineering,7,Project-1,After Mid-2,89.1,7.88,27.1,0,8.1,16.5,AB,1,Excellent
Electronics & Communication,6,VLSI Design,After Mid-2,73.5,5.51,17.1,1,4.2,8.8,CD,1,Average
Civil Engineering,5,Soil Mechanics & Geotechnical Engg,Before Mid-1,82.1,7.1,27.2,0,,,BC,1,Good
Computer Engineering,6,Theory of Computation,Before Mid-1,89.2,6.58,15.2,0,,,BC,1,Good
Information Technology,6,Web Technology,After Mid-2,79.0,6.86,18.7,0,6.6,12.7,BB,1,Very Good
Mechanical Engineering,6,Design of Machine Elements,After Mid-2,94.8,6.63,18.9,0,4.7,10.7,BC,1,Good
Civil Engineering,1,Mathematics-1,After Mid-2,80.9,7.66,26.6,0,7.1,14.6,AB,1,Excellent
Civil Engineering,4,Advanced Surveying,After Mid-2,85.7,8.23,23.9,0,8.1,15.5,AB,1,Excellent
Information Technology,5,Formal Languages & Automata Theory,After Mid-1,78.1,9.19,17.7,0,9.6,,AB,1,Excellent
Mechanical Engineering,5,Heat Transfer,Before Mid-1,66.4,4.0,13.5,1,,,FF,0,At Risk
Information Technology,3,Effective Technical Communication,After Mid-1,87.4,7.67,25.4,1,7.3,,BB,1,Very Good
Mechanical Engineering,3,Material Science & Metallurgy,Before Mid-1,98.3,8.97,23.1,0,,,AB,1,Excellent
Computer Engineering,5,Software Engineering,After Mid-1,70.5,4.66,21.8,2,3.5,,FF,0,At Risk
Electrical Engineering,1,Physics,After Mid-2,86.8,6.59,15.8,0,6.8,8.5,BC,1,Good
Mechanical Engineering,2,Programming for Problem Solving,After Mid-2,81.5,6.15,22.8,0,5.8,11.0,BC,1,Good
Electronics & Communication,5,Digital Communication,After Mid-2,89.5,7.95,24.7,0,5.9,10.9,BB,1,Very Good
Electrical Engineering,3,Electrical Measurements & Instrumentation,After Mid-2,83.6,6.87,21.1,0,7.0,16.3,BB,1,Very Good
Mechanical Engineering,4,Mechanical Measurement & Metrology,After Mid-1,80.5,6.31,11.5,1,5.8,,CC,1,Average
Information Technology,1,Environmental Sciences,Before Mid-1,83.1,6.37,18.6,1,,,BB,1,Very Good
Information Technology,5,Computer Networks,After Mid-2,84.7,7.35,19.5,1,6.9,13.1,BB,1,Very Good
Mechanical Engineering,6,Operations Research,After Mid-1,78.4,5.69,19.1,0,6.5,,BC,1,Good
Mechanical Engineering,1,Mathematics-1,After Mid-1,77.3,7.15,20.6,0,7.2,,BB,1,Very Good
Information Technology,5,Formal Languages & Automata Theory,After Mid-2,72.6,7.57,24.6,0,6.1,11.2,BB,1,Very Good
Electronics & Communication,6,Digital Signal Processing,After Mid-2,80.3,6.93,22.3,0,5.1,6.6,BC,1,Good
Electrical Engineering,1,Mathematics-1,After Mid-1,70.6,5.07,17.0,0,3.8,,CC,1,Average
Mechanical Engineering,7,Refrigeration & Air Conditioning,Before Mid-1,83.4,6.08,18.1,2,,,DD,1,At Risk
Mechanical Engineering,5,Internal Combustion Engines,After Mid-2,68.3,6.2,19.2,0,5.3,11.5,BC,1,Good
Civil Engineering,3,Mechanics of Solids,After Mid-1,81.6,6.47,14.7,0,5.8,,BC,1,Good
Computer Engineering,5,Cyber Security,After Mid-2,68.5,6.01,16.2,2,5.5,10.8,CC,1,Average
Electronics & Communication,2,Environmental Sciences,After Mid-1,82.9,6.12,16.0,1,7.7,,BB,1,Very Good
Information Technology,6,Data Warehousing & Mining,Before Mid-1,93.8,7.67,21.2,0,,,AB,1,Excellent
Computer Engineering,4,Computer Organization & Architecture,Before Mid-1,79.7,7.22,26.0,0,,,BB,1,Very Good
Civil Engineering,3,Surveying,After Mid-2,76.6,7.17,24.0,1,6.5,13.7,BB,1,Very Good
Information Technology,5,Python Programming,After Mid-1,82.2,8.9,24.9,0,7.6,,AB,1,Excellent
Information Technology,2,English,After Mid-1,85.8,6.06,16.9,1,7.3,,BB,1,Very Good
Information Technology,1,Engineering Graphics & Design,After Mid-2,83.4,7.08,23.2,3,5.8,10.1,CC,1,Average
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,After Mid-1,75.4,6.69,23.0,0,7.6,,BB,1,Very Good
Civil Engineering,4,Concrete Technology,After Mid-2,80.6,8.08,24.7,0,8.0,16.3,AB,1,Excellent
Computer Engineering,8,Project-2,After Mid-1,68.4,5.78,22.7,0,4.8,,BC,1,Good
Civil Engineering,8,Construction Project Management,After Mid-1,86.5,6.51,17.8,1,6.2,,BC,1,Good
Computer Engineering,4,Principles of Economics & Management,Before Mid-1,77.7,5.88,19.6,3,,,CD,1,Average
Computer Engineering,6,Advanced Java Programming,Before Mid-1,88.5,7.62,22.6,0,,,AB,1,Excellent
Electrical Engineering,8,E-Vehicle Technology,Before Mid-1,91.3,7.91,27.2,0,,,AB,1,Excellent
Electrical Engineering,3,Analog Electronics,Before Mid-1,87.5,5.07,11.2,0,,,BC,1,Good
Electrical Engineering,1,Mathematics-1,After Mid-1,99.5,9.8,28.5,0,10.0,,AA,1,Excellent
Mechanical Engineering,1,Mathematics-1,After Mid-1,87.1,7.17,20.0,0,6.9,,BB,1,Very Good
Mechanical Engineering,6,Operations Research,After Mid-1,88.6,6.14,23.2,0,5.2,,BC,1,Good
Information Technology,3,Data Structures,After Mid-2,85.3,5.87,20.8,0,6.3,9.9,BC,1,Good
Electrical Engineering,6,Power Electronics-1,After Mid-2,77.7,8.24,28.5,0,7.6,13.7,AB,1,Excellent
Electronics & Communication,1,Basic Electronics,After Mid-2,80.2,6.97,24.0,0,9.0,17.6,AB,1,Excellent
Civil Engineering,7,Design of Reinforced Concrete Structures,Before Mid-1,78.0,7.42,23.1,0,,,BC,1,Good
Information Technology,2,Mathematics-2,After Mid-1,89.6,7.84,13.1,1,6.5,,BC,1,Good
Electrical Engineering,7,Smart Grid Technology,Before Mid-1,100.0,9.96,28.6,0,,,AA,1,Excellent
Mechanical Engineering,2,Workshop Practices,After Mid-1,100.0,9.41,31.5,0,10.0,,AA,1,Excellent
Electrical Engineering,8,Power Quality & Management,After Mid-2,78.6,6.05,31.5,2,5.0,10.4,BC,1,Good
Civil Engineering,3,Fluid Mechanics,After Mid-1,100.0,9.56,32.8,0,8.1,,AA,1,Excellent
Information Technology,1,Mathematics-1,Before Mid-1,90.9,5.35,16.8,0,,,BC,1,Good
Information Technology,3,Data Structures,After Mid-1,85.5,7.53,28.4,0,6.2,,BB,1,Very Good
Electronics & Communication,1,Physics,After Mid-1,71.5,6.19,22.5,0,5.0,,CC,1,Average
Computer Engineering,7,Information & Network Security,After Mid-2,69.5,8.28,21.3,0,7.8,12.9,BB,1,Very Good
Electrical Engineering,7,Project-1,After Mid-2,94.5,5.46,13.4,3,4.3,7.9,CD,1,Average
Computer Engineering,5,Computer Networks,After Mid-2,91.8,9.22,28.3,1,7.1,13.5,AB,1,Excellent
Mechanical Engineering,6,Production Technology,After Mid-1,83.9,6.65,19.3,0,6.6,,BB,1,Very Good
Civil Engineering,1,Engineering Graphics & Design,Before Mid-1,80.6,5.74,23.5,1,,,BC,1,Good
Computer Engineering,3,Probability & Statistics,Before Mid-1,77.7,5.37,13.4,2,,,CD,1,Average
Computer Engineering,3,Data Structures,Before Mid-1,75.4,5.57,16.9,3,,,FF,0,At Risk
Computer Engineering,7,Project-1,After Mid-2,80.5,6.15,18.3,1,5.4,8.8,CC,1,Average
Mechanical Engineering,1,Basic Mechanical Engineering,After Mid-2,85.5,5.7,17.3,1,5.9,13.0,BC,1,Good
Mechanical Engineering,4,Manufacturing Processes-2,After Mid-2,81.6,8.44,28.1,0,9.4,17.6,AA,1,Excellent
Civil Engineering,2,Programming for Problem Solving,Before Mid-1,89.0,6.43,16.5,1,,,BC,1,Good
Information Technology,7,Project-1,Before Mid-1,81.2,6.37,24.2,0,,,BB,1,Very Good
Mechanical Engineering,4,Mechanical Measurement & Metrology,After Mid-1,66.4,6.4,15.2,0,6.1,,BC,1,Good
Civil Engineering,4,Structural Analysis-1,After Mid-1,90.5,9.91,21.2,0,7.4,,AB,1,Excellent
Civil Engineering,1,Physics,After Mid-2,92.5,7.51,25.3,0,7.5,15.3,AB,1,Excellent
Electronics & Communication,2,Programming for Problem Solving,After Mid-1,91.4,8.8,28.3,0,10.0,,AA,1,Excellent
Civil Engineering,2,Environmental Sciences,Before Mid-1,93.6,8.88,28.6,0,,,AA,1,Excellent
Electronics & Communication,4,Microprocessor & Interfacing,Before Mid-1,93.7,8.88,22.2,0,,,AB,1,Excellent
Electronics & Communication,4,Microprocessor & Interfacing,Before Mid-1,78.9,5.7,8.0,0,,,CC,1,Average
Computer Engineering,4,Discrete Mathematics,Before Mid-1,70.1,7.3,23.5,0,,,BC,1,Good
Information Technology,6,Mobile Computing,After Mid-1,87.1,7.57,19.8,0,6.6,,BB,1,Very Good
Electrical Engineering,7,Project-1,After Mid-1,88.6,10.0,28.7,0,9.0,,AA,1,Excellent
Electrical Engineering,3,Electrical Measurements & Instrumentation,Before Mid-1,95.3,7.77,19.6,0,,,AB,1,Excellent
Computer Engineering,7,Cloud Computing,After Mid-2,77.4,6.9,21.1,2,7.4,13.0,BC,1,Good
Electronics & Communication,1,Basic Electrical Engineering,After Mid-2,84.1,8.06,17.3,0,6.7,9.9,BB,1,Very Good
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,Before Mid-1,76.2,7.43,28.2,0,,,BB,1,Very Good
Electrical Engineering,1,Physics,After Mid-2,70.2,5.8,13.6,0,4.4,7.3,CC,1,Average
Information Technology,7,Information Retrieval,After Mid-1,80.8,8.12,20.4,0,8.1,,AB,1,Excellent
Electronics & Communication,2,Environmental Sciences,After Mid-1,80.6,8.46,26.1,0,8.3,,AA,1,Excellent
Civil Engineering,4,Structural Analysis-1,Before Mid-1,86.6,8.24,22.8,0,,,BB,1,Very Good
Information Technology,7,Information Retrieval,After Mid-2,84.9,7.35,17.0,0,6.1,9.9,BC,1,Good
Information Technology,5,Software Engineering,After Mid-1,80.5,5.48,25.0,1,6.8,,BC,1,Good
Electrical Engineering,8,Renewable Energy Sources,Before Mid-1,84.5,5.65,17.6,3,,,CD,1,Average
Mechanical Engineering,4,Fluid Mechanics & Hydraulic Machines,Before Mid-1,72.5,5.76,21.4,3,,,FF,0,At Risk
Electrical Engineering,4,Digital Electronics,After Mid-1,84.0,6.23,10.9,0,6.0,,BC,1,Good
Computer Engineering,3,Probability & Statistics,After Mid-2,77.4,4.47,15.8,1,3.9,7.4,CD,1,Average
Mechanical Engineering,6,Production Technology,After Mid-2,79.9,7.16,26.5,0,5.9,13.5,BB,1,Very Good
Information Technology,4,Database Management Systems,Before Mid-1,99.1,10.0,35.0,0,,,AA,1,Excellent
Electrical Engineering,8,E-Vehicle Technology,After Mid-1,81.1,8.19,22.6,0,7.8,,AB,1,Excellent
Computer Engineering,5,Analysis & Design of Algorithms,After Mid-1,91.2,6.56,24.5,0,8.1,,BB,1,Very Good
Information Technology,5,Computer Networks,Before Mid-1,90.0,9.89,26.9,0,,,AA,1,Excellent
Mechanical Engineering,5,Dynamics of Machinery,After Mid-2,97.0,7.78,18.9,0,6.4,13.5,BB,1,Very Good
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-2,81.3,6.57,22.3,0,5.6,10.4,BC,1,Good
Mechanical Engineering,2,Environmental Sciences,After Mid-2,91.2,7.74,30.6,0,7.1,17.1,AA,1,Excellent
Mechanical Engineering,2,Mathematics-2,After Mid-1,82.8,6.91,21.2,0,5.1,,BC,1,Good
Civil Engineering,8,Construction Project Management,After Mid-1,84.1,9.39,27.6,0,8.1,,AA,1,Excellent
Electrical Engineering,8,Power Quality & Management,After Mid-2,86.7,6.81,20.7,0,6.7,12.3,BB,1,Very Good
Mechanical Engineering,8,Automobile Engineering,After Mid-1,75.9,6.81,21.9,0,7.3,,BB,1,Very Good
Civil Engineering,5,Structural Analysis-2,After Mid-1,84.7,7.25,24.1,2,4.6,,CC,1,Average
Computer Engineering,5,Analysis & Design of Algorithms,After Mid-1,86.2,8.18,25.1,0,4.4,,BB,1,Very Good
Civil Engineering,8,Construction Project Management,After Mid-2,78.6,8.96,30.6,0,6.0,11.3,AB,1,Excellent
Computer Engineering,2,Workshop/Manufacturing Practices,After Mid-2,85.4,5.67,18.1,5,4.9,8.8,DD,1,At Risk
Civil Engineering,2,Mathematics-2,After Mid-1,93.9,10.0,29.8,0,8.9,,AA,1,Excellent
Electrical Engineering,1,Physics,After Mid-1,90.2,8.01,32.8,0,7.4,,AB,1,Excellent
Computer Engineering,5,Professional Ethics & Human Values,After Mid-1,92.0,9.11,30.7,0,9.3,,AA,1,Excellent
Electrical Engineering,4,Digital Electronics,Before Mid-1,89.5,6.91,16.7,0,,,BB,1,Very Good
Electronics & Communication,1,Basic Electrical Engineering,Before Mid-1,94.6,10.0,32.2,0,,,AA,1,Excellent
Electronics & Communication,5,Microcontroller & Applications,Before Mid-1,68.2,5.74,20.1,0,,,CC,1,Average
Computer Engineering,3,Digital Fundamentals,Before Mid-1,85.4,8.19,21.2,1,,,BB,1,Very Good
Civil Engineering,2,Mathematics-2,Before Mid-1,78.3,6.33,17.9,0,,,BC,1,Good
Computer Engineering,3,Effective Technical Communication,After Mid-1,89.4,8.12,23.3,0,9.5,,AA,1,Excellent
Mechanical Engineering,3,Engineering Thermodynamics,After Mid-1,67.2,7.73,22.8,0,7.6,,BB,1,Very Good
Electronics & Communication,3,Network Theory,After Mid-1,89.6,8.6,23.6,0,6.8,,AB,1,Excellent
Computer Engineering,3,Database Management Systems,After Mid-1,90.0,7.35,25.8,0,8.3,,AB,1,Excellent
Electronics & Communication,1,Physics,After Mid-2,78.9,5.82,21.7,0,3.9,9.9,CC,1,Average
Electronics & Communication,6,Digital Signal Processing,Before Mid-1,94.1,9.04,22.5,0,,,AB,1,Excellent
Electrical Engineering,4,Electromagnetic Field Theory,Before Mid-1,76.3,6.71,22.0,0,,,BC,1,Good
Information Technology,8,Project-2,After Mid-1,77.3,8.29,29.2,0,7.3,,AB,1,Excellent
Mechanical Engineering,8,Project-2,After Mid-1,77.9,6.8,10.5,0,6.4,,BC,1,Good
Mechanical Engineering,4,Applied Thermodynamics,Before Mid-1,76.8,4.57,19.0,0,,,CC,1,Average
Electrical Engineering,8,Renewable Energy Sources,After Mid-2,78.8,7.24,22.0,0,6.3,12.6,BB,1,Very Good
Information Technology,2,Programming for Problem Solving,After Mid-1,85.2,8.7,25.2,0,6.3,,AB,1,Excellent
Civil Engineering,8,Project-2,After Mid-1,80.4,8.98,24.5,1,6.2,,BB,1,Very Good
Electrical Engineering,2,Basic Electronics,After Mid-2,86.6,6.68,27.5,0,5.4,10.2,BB,1,Very Good
Mechanical Engineering,5,Machine Design-1,Before Mid-1,95.3,7.45,18.6,1,,,BB,1,Very Good
Information Technology,6,Web Technology,After Mid-1,79.1,7.27,22.7,0,6.6,,BB,1,Very Good
Information Technology,2,Physics,After Mid-2,83.2,5.42,22.2,0,4.6,8.1,CC,1,Average
Computer Engineering,3,Effective Technical Communication,After Mid-2,78.4,7.64,21.2,0,8.7,17.5,AB,1,Excellent
Computer Engineering,7,Machine Learning,After Mid-1,85.1,6.4,19.2,0,5.1,,BC,1,Good
Information Technology,1,Engineering Graphics & Design,Before Mid-1,90.4,7.31,28.6,3,,,BC,1,Good
Computer Engineering,3,Digital Fundamentals,Before Mid-1,64.7,5.8,19.1,0,,,BC,1,Good
Civil Engineering,8,Bridge Engineering,After Mid-1,85.9,6.44,22.3,0,5.3,,BC,1,Good
Electronics & Communication,1,Basic Electrical Engineering,After Mid-1,82.1,10.0,26.6,0,8.9,,AA,1,Excellent
Computer Engineering,7,Information & Network Security,Before Mid-1,74.8,7.79,23.5,0,,,BB,1,Very Good
Computer Engineering,1,Basic Electrical Engineering,After Mid-2,80.6,6.42,17.0,2,4.4,10.1,CC,1,Average
Computer Engineering,7,Compiler Design,After Mid-1,85.2,6.98,19.0,0,7.0,,BB,1,Very Good
Information Technology,1,Engineering Graphics & Design,After Mid-1,84.8,7.4,22.3,0,7.6,,AB,1,Excellent
Civil Engineering,2,Workshop Practices,After Mid-2,76.3,7.64,25.3,0,6.9,16.0,AB,1,Excellent
Civil Engineering,8,Project-2,After Mid-1,89.1,5.75,23.4,1,5.3,,BC,1,Good
Information Technology,4,Database Management Systems,Before Mid-1,84.6,6.98,24.0,0,,,AB,1,Excellent
Computer Engineering,5,Computer Networks,Before Mid-1,71.6,7.58,27.3,0,,,AB,1,Excellent
Mechanical Engineering,1,Mathematics-1,After Mid-1,88.9,6.25,17.3,0,6.1,,BC,1,Good
Electronics & Communication,4,Microprocessor & Interfacing,After Mid-2,77.2,7.28,29.6,0,5.5,12.6,BB,1,Very Good
Civil Engineering,8,Construction Project Management,After Mid-2,85.4,7.8,23.2,0,7.8,13.0,BB,1,Very Good
Computer Engineering,6,Advanced Java Programming,After Mid-2,83.4,4.19,15.3,4,3.9,5.3,FF,0,At Risk
Civil Engineering,8,Earthquake Engineering,After Mid-2,95.7,7.87,20.8,0,8.1,15.3,AB,1,Excellent
Mechanical Engineering,7,Project-1,Before Mid-1,95.0,7.95,22.2,0,,,AB,1,Excellent
Electrical Engineering,8,Renewable Energy Sources,After Mid-2,74.9,7.09,22.6,0,7.6,14.9,BB,1,Very Good
Computer Engineering,6,Agile Software Development,After Mid-2,91.0,7.73,20.9,0,6.9,15.6,AB,1,Excellent
Information Technology,6,Web Technology,Before Mid-1,86.4,8.17,21.1,0,,,AB,1,Excellent
Mechanical Engineering,2,Programming for Problem Solving,After Mid-2,75.7,4.28,17.6,1,3.2,7.1,DD,1,At Risk
Mechanical Engineering,6,Operations Research,After Mid-1,90.6,6.83,20.5,0,6.6,,BB,1,Very Good
Electrical Engineering,2,Basic Electronics,After Mid-1,76.8,8.13,21.2,0,8.2,,AB,1,Excellent
Computer Engineering,4,Computer Organization & Architecture,Before Mid-1,90.7,7.81,18.1,1,,,BC,1,Good
Information Technology,5,Computer Networks,Before Mid-1,94.6,7.45,22.5,1,,,BB,1,Very Good
Mechanical Engineering,3,Kinematics of Machines,Before Mid-1,72.1,6.61,14.4,0,,,BC,1,Good
Electrical Engineering,2,Engineering Graphics & Design,After Mid-2,89.2,6.97,22.2,3,8.1,12.1,BC,1,Good
Electrical Engineering,1,Basic Electrical Engineering,Before Mid-1,76.9,6.03,17.9,0,,,BC,1,Good
Civil Engineering,4,Structural Analysis-1,After Mid-2,73.7,6.58,23.6,0,5.6,11.9,BC,1,Good
Information Technology,2,Basic Electronics,Before Mid-1,82.2,6.92,12.4,0,,,BB,1,Very Good
Mechanical Engineering,2,Mathematics-2,After Mid-1,91.4,6.74,17.8,0,5.4,,BC,1,Good
Computer Engineering,3,Probability & Statistics,After Mid-2,87.1,6.58,16.4,1,5.0,9.4,BC,1,Good
Electronics & Communication,7,Satellite Communication,After Mid-1,85.1,7.17,15.7,0,8.1,,BB,1,Very Good
Mechanical Engineering,2,Workshop Practices,Before Mid-1,98.2,9.56,22.5,0,,,AA,1,Excellent
Civil Engineering,2,Workshop Practices,After Mid-1,77.4,7.06,22.3,0,7.6,,AB,1,Excellent
Electronics & Communication,6,Antenna & Wave Propagation,After Mid-1,90.3,8.38,23.5,0,6.6,,BB,1,Very Good
Civil Engineering,1,Engineering Graphics & Design,Before Mid-1,79.6,4.62,17.0,4,,,FF,0,At Risk
Electrical Engineering,8,E-Vehicle Technology,After Mid-1,93.1,7.05,20.0,0,8.2,,AB,1,Excellent
Mechanical Engineering,4,Applied Thermodynamics,After Mid-2,76.5,8.63,29.8,0,6.7,14.9,AB,1,Excellent
Civil Engineering,7,Design of Reinforced Concrete Structures,After Mid-2,83.4,8.18,21.9,0,8.1,13.7,BB,1,Very Good
Mechanical Engineering,6,Production Technology,After Mid-2,90.3,9.05,23.4,0,7.5,14.6,AB,1,Excellent
Electrical Engineering,1,Physics,After Mid-1,100.0,7.67,19.6,0,7.7,,BB,1,Very Good
Computer Engineering,1,Physics,After Mid-2,81.2,7.45,27.1,3,8.2,16.0,BC,1,Good
Mechanical Engineering,6,Operations Research,After Mid-1,81.1,7.3,24.3,0,5.2,,BB,1,Very Good
Mechanical Engineering,5,Heat Transfer,After Mid-2,70.0,6.09,21.9,0,4.4,11.7,BC,1,Good
Computer Engineering,2,Workshop/Manufacturing Practices,After Mid-2,89.0,8.41,29.8,0,8.4,18.2,AA,1,Excellent
Mechanical Engineering,4,Applied Thermodynamics,Before Mid-1,79.3,6.8,26.5,0,,,BB,1,Very Good
Computer Engineering,1,Basic Electrical Engineering,Before Mid-1,75.8,5.74,18.6,1,,,BC,1,Good
Mechanical Engineering,3,Kinematics of Machines,After Mid-2,90.9,9.27,26.1,0,6.9,9.6,BB,1,Very Good
Electrical Engineering,8,Power Quality & Management,After Mid-1,91.1,8.17,24.8,0,7.3,,AB,1,Excellent
Civil Engineering,7,Highway & Traffic Engineering,Before Mid-1,75.4,5.32,17.3,0,,,CC,1,Average
Computer Engineering,2,Workshop/Manufacturing Practices,After Mid-2,81.9,5.9,13.3,0,6.6,12.6,BB,1,Very Good
Civil Engineering,7,Highway & Traffic Engineering,Before Mid-1,91.9,6.67,24.2,0,,,AB,1,Excellent
Mechanical Engineering,7,Project-1,After Mid-1,87.9,9.01,26.2,0,8.4,,AA,1,Excellent
Civil Engineering,2,Environmental Sciences,After Mid-2,78.7,6.01,11.4,1,6.8,10.1,BC,1,Good
Civil Engineering,8,Earthquake Engineering,Before Mid-1,76.7,6.32,18.1,1,,,CC,1,Average
Mechanical Engineering,7,Project-1,After Mid-2,99.9,10.0,33.2,0,9.6,17.6,AA,1,Excellent
Civil Engineering,6,Design of Steel Structures,Before Mid-1,89.4,8.86,27.1,0,,,AB,1,Excellent
Civil Engineering,1,Engineering Graphics & Design,Before Mid-1,67.7,6.34,19.9,0,,,BC,1,Good
Mechanical Engineering,7,Project-1,After Mid-1,85.9,7.76,22.4,2,6.5,,BC,1,Good
Computer Engineering,2,English,After Mid-1,87.2,7.62,24.9,0,7.8,,AB,1,Excellent
Electrical Engineering,5,Electrical Power System-1,After Mid-1,81.3,6.62,21.5,0,5.2,,BC,1,Good
Mechanical Engineering,5,Machine Design-1,Before Mid-1,75.0,4.0,18.1,2,,,FF,0,At Risk
Mechanical Engineering,4,Fluid Mechanics & Hydraulic Machines,After Mid-2,69.8,4.28,20.1,1,4.2,7.6,DD,1,At Risk
Electrical Engineering,5,Electrical Machines-2,After Mid-2,81.7,7.79,25.5,0,7.2,15.3,BB,1,Very Good
Computer Engineering,1,Environmental Sciences,After Mid-1,76.3,5.15,20.7,0,5.6,,BC,1,Good
Electronics & Communication,2,Engineering Graphics & Design,After Mid-2,100.0,10.0,28.0,0,9.4,18.5,AA,1,Excellent
Information Technology,2,Basic Electronics,After Mid-1,79.3,8.57,22.0,0,8.3,,AB,1,Excellent
Computer Engineering,3,Digital Fundamentals,After Mid-2,89.5,7.29,21.8,0,7.2,11.6,BB,1,Very Good
Electrical Engineering,4,Electromagnetic Field Theory,Before Mid-1,84.9,7.26,20.1,0,,,BB,1,Very Good
Electronics & Communication,6,Antenna & Wave Propagation,After Mid-1,74.9,6.35,26.2,1,5.9,,BC,1,Good
Computer Engineering,3,Database Management Systems,After Mid-2,83.5,7.3,22.8,0,5.5,12.0,BB,1,Very Good
Computer Engineering,6,Agile Software Development,After Mid-2,82.1,7.98,26.2,0,8.3,19.5,AA,1,Excellent
Mechanical Engineering,4,Manufacturing Processes-2,Before Mid-1,81.3,6.47,18.1,3,,,CC,1,Average
Civil Engineering,7,Highway & Traffic Engineering,After Mid-1,79.4,6.36,23.9,1,5.6,,BC,1,Good
Computer Engineering,7,Compiler Design,Before Mid-1,65.8,5.07,11.3,0,,,DD,1,At Risk
